Feature_ID	Feature	Possible Values	Language_ID	Value	Source	Comment	Contributed_Datapoints	Clarifying comments	Relevant unit(s)	Function	Form	Patron
GB304	Can the agent be expressed overtly in a passive clause?	1: present, 0: absent						Passivization is a detransitivizing operation that takes a transitive clause (*The dog bites the man.*) and turns it into an intransitive clause by promoting the [P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) argument (*the man*) to morphosyntactic [S](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) function. In the resulting intransitive clause, the former [A](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) argument (*the dog*) either vanishes or adopts an oblique function: *The man is bitten (by the dog).* ‘Mediopassives’, ‘anticausatives’ and the sort (e.g. *x breaks the vase* > *the vase breaks*) also count as passives. For languages with multiple passive constructions (e.g. ‘personal’ and ‘impersonal’ passives), this question should be answered 1 if the agent can be overtly expressed in any of these types of passive clauses. If the agent is overtly expressed, it may be unmarked or it may be marked in a number of ways: by case marking or adpositions, word order, etc.	clause	passive, valency change, derivation, valency decrease	absence vs. presence	Jakob Lesage
GB305	Is there a phonologically independent reflexive marker?	1: present, 0: absent						Reflexive markers indicate that a participant is coreferential with another participant in the clause or sentence (cf. Haspelmath & The APiCS Consortium 2013). A reflexive marker can be derived from pronouns with reflexive morphology (e.g. *him-self* in English, *lui-même* in French). If reflexive meaning is expressed with a body part noun, e.g. a noun meaning ‘body’ or ‘head’ (*They are scolding their body* to mean ‘They are scolding themselves’), this also counts as 1. Emphatic pronouns (e.g. *She cooked it (by) herself.*) do not trigger a 1, since they do not express a participant.	pronoun	valency change, reflexive	paradigm	Jakob Lesage
GB306	Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other; two + two)?	1: present, 0: absent						Reciprocal markers indicate that an action or feeling is mutual across two or more parties (e.g. *they love each other*; *they beat each other*). This feature targets [phonologically independent](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) reciprocal markers that do *not* consist of two quantifiers. Such markers may be described as pronouns, particles or auxiliaries. They may be composite, as long as they do not consist of two quantifiers. A reciprocal marker may indicate both reflexive and reciprocal functions. It needs to be [productive](https://github.com/grambank/grambank/wiki/Productivity), not limited to a small set of verbs that are probably lexicalized.	pronoun	valency change, reflexive, reciprocal	paradigm	Jakob Lesage
GB309	Are there multiple past or multiple future tenses, distinguishing distance from time of reference?	1: present, 0: absent						This question aims to capture productive marking of tense that makes distinctions into remoteness of time in relation to the point of reference or utterance. The actual marking can be tonal, verbal affixation, suppletion or any other means of marking.  This feature pertains to temporal marking, not aspectual. ‘Present perfect’ and ‘pluperfect’ are not included since they do not denote difference in distance of time but sequence of events.	verb, auxiliary, particle	TAM, tense	conjugation, special construction	Hedvig Skirgård
GB312	Is there overt morphological marking on the verb dedicated to mood?	1: present, 0: absent						This question is concerned with [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) marking on the verb that indicates grammatical mood. Grammatical mood is concerned with (1) the relationship between an event/state/action expressed in a clause and its actualization in reality (e.g. realis or irrealis) and/or (2) the speaker’s attitude towards the actualization of this event/state/action. This feature covers all grammatical moods, including declarative. The mood marker may be polysemous with other markers.  While negation or interrogation can be considered grammatical moods, they are not covered by this feature.	verb	TAM, mood, modality	conjugation	Hedvig Skirgård
GB313	Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?	1: present, 0: absent						This feature identifies phonologically independent possessive pronouns that are not formed by the application of regular possessive morphology or core case marking to more general pronominal forms. Instead, languages that qualify for a 1 code for this feature form at least some possessive pronouns through some process other than the usual possessive marking, or, frequently, with suppletive forms. Note that special adnominal possessive pronouns are most commonly found in the first and second person.  To qualify as ‘special adnominal possessive pronouns’, the possessive pronouns must not be identical to the pronominal forms used for core arguments. It is not necessary for the possessive pronouns to be dedicated solely to the function of possession, provided that the criteria above are satisfied.	pronoun	attributive possession, attribution, genitive	declension, flagging, paradigm	Hannah J. Haynie
GB314	Can augmentative meaning be expressed productively by a shift of noun class/gender?	1: present, 0: absent						Can augmentative function be marked by a shift of [noun class?](https://github.com/grambank/grambank/wiki/Noun-classes-and-classifiers) This needs to be a [productive](https://github.com/grambank/grambank/wiki/Productivity) pattern. Augmentative marking generally intensifies the noun (in size as well as various other properties). Here the augmentative construction must minimally be used to encode augmented size.	noun	gender, derivation, nominalization, augmentative	declension, derivational morphology	Jay Latarche and Jeremy Collins
GB315	Can diminutive meaning be expressed productively by a shift of noun class/gender?	1: present, 0: absent						Can diminutive function (i.e. smaller size) be marked by a shift of [noun class?](https://github.com/grambank/grambank/wiki/Noun-classes-and-classifiers) We are looking for morphemes in the sentence which vary depending on the noun used, and whether one of these morphemes can be used to change the meaning of a noun by adding the meaning ‘small’. This needs to be a [productive](https://github.com/grambank/grambank/wiki/Productivity) pattern. Diminutive function often also entails other meanings, but it needs to minimally encode smaller size.	noun	gender, derivation, nominalization, diminutive	declension, derivational morphology	Jay Latarche and Jeremy Collins
GB316	Is singular number regularly marked in the noun phrase by a phonologically free element?	1: present, 0: absent						This question concerns regular marking of singular number in the noun phrase by a marker that is not bound to the noun, but free-standing. The marker should occur with an [open set of nouns](https://github.com/grambank/grambank/wiki/Productivity), not with a restricted set. This feature contrasts with [GB042 Is there a productive overt morphological singular marker on nouns?](https://github.com/grambank/Grambank/wiki/GB042), which focuses on the bound marking of singular number. (For more on wordhood and bound marking, please see [this page](https://github.com/grambank/Grambank/wiki/%27on-the-verb-noun%27-or-%27by-morphology%27).)  Number marking is often fused with marking of other categories, such as definiteness/specificity or gender/noun class. It is possible for the number marker to also signal other functions and still be coded as 1, as long as these other functions do not interfere with the number distinctions and as long as number marking is productive and regular.	NP	number	particle	Hedvig Skirgård
GB317	Is dual number regularly marked in the noun phrase by a phonologically free element?	1: present, 0: absent						"This feature intends to capture dual marking with an [open set of nouns](https://github.com/grambank/grambank/wiki/Productivity), not with a restricted set. Nouns derived from adjectives or verbs are not relevant. This feature contrasts with [GB043	Is there a productive morphological dual marker on nouns?](https://github.com/grambank/Grambank/wiki/GB043) which focuses on bound marking of dual number.  Number marking is often fused with marking of other categories, such as definiteness/specificity or gender/noun class. It is possible for the number marker to also signal other functions and still be coded as 1, as long as these other functions do not interfere with the number distinctions and as long as number marking is productive and regular.  It can be difficult to determine how [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) markers of dual, trial and paucal number are since they can often be replaced by plural number marking. If the grammar writers describe the marker as denoting grammatical number and there are several examples, this suffices."	NP	number	particle	Hedvig Skirgård
GB318	Is plural number regularly marked in the noun phrase by a phonologically free element?	1: present, 0: absent						This question concerns regular marking of plural number in the noun phrase by a marker that is not bound to the noun but free-standing. This marker should occur with an [open set of nouns](https://github.com/grambank/grambank/wiki/Productivity), not with a restricted set. This feature contrasts with [GB044 Is there a productive morphological plural marker on nouns?](https://github.com/grambank/Grambank/wiki/GB044) which focuses on bound marking of plural number. For more on wordhood and bound marking, please see this [page](https://github.com/grambank/Grambank/wiki/%27on-the-verb-noun%27-or-%27by-morphology%27).  Number marking is often fused with marking of other categories, such as definiteness/specificity or gender/noun class. It is possible for the number marker to also signal other functions and still be coded as 1, as long as these other functions do not interfere with the number distinctions and as long as number marking is productive and regular.	NP	number	particle	Hedvig Skirgård
GB319	Is trial number regularly marked in the noun phrase by a phonologically free element?	1: present, 0: absent						This question concerns regular marking of trial number in the noun phrase by a marker that is not bound to the noun, but [free-standing](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence). The marking should occur with an [open set of nouns](https://github.com/grambank/grambank/wiki/Productivity), not with a restricted set. This feature contrasts with [GB165 Is there a productive morphological trial marker on nouns?](https://github.com/grambank/Grambank/wiki/GB165) which focuses on the bound marking of trial number. For more on wordhood and bound marking, please see [this page](https://github.com/grambank/Grambank/wiki/%27on-the-verb-noun%27-or-%27by-morphology%27).  Number marking is often fused with marking of other categories, such as definiteness/specificity or gender/noun class. It is possible for the number marker to also signal other functions and still be coded as 1, as long as the other functions do not interfere with the number distinction and as long as number marking is productive and regular.  It can be difficult to determine how [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) markers of dual, trial and paucal number are since they can often be replaced by plural number marking. If the grammar writers describe the marker as denoting grammatical number and there are several examples, this suffices.	NP	number	particle	Hedvig Skirgård
GB320	Is paucal number regularly marked in the noun phrase by a phonologically free element?	1: present, 0: absent						This question concerns regular marking of paucal number in the noun phrase by a marker that is not bound to the noun but [free-standing](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence). This marker should occur with an [open set of nouns](https://github.com/grambank/grambank/wiki/Productivity), not with a restricted set. This feature contrasts with [GB166 Is there a productive morphological paucal marker on nouns?](https://github.com/grambank/Grambank/wiki/GB166)) which focuses on bound marking of paucal number. For more on wordhood and bound marking, please see [this page](https://github.com/grambank/Grambank/wiki/%27on-the-verb-noun%27-or-%27by-morphology%27).  Number marking is often fused with marking of other categories, such as definiteness/specificity or gender/noun class. It is possible for the number marker to also signal other functions and still be coded as 1, as long as these other functions do not interfere with the number distinctions and as long as number marking is productive and regular.  It can be difficult to determine how [obligatory](https://github.com/grambank/grambank/wiki/Obligatoriness) markers of dual, trial and paucal number are since they can often be replaced by plural number marking. If the grammar writers describe the marker as denoting grammatical number and there are several examples, this suffices.	NP	number	particle	Hedvig Skirgård
GB321	Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?	1: present, 0: absent						A noun class/gender system categorizes nouns for the purposes of grammatical [agreement](https://github.com/grambank/grambank/wiki/Agreement) with other constituents in the noun phrase or other inflectional morphology. See the [classification wiki page](https://github.com/grambank/grambank/wiki/Noun-Classes-and-Classifiers) for more information on our definition of noun class/gender. Noun class/gender assignment may be based on one or several factors. This feature asks whether there is a large or open class of nouns whose gender/noun class assignment is not predictable based on phonology or semantics. In other words, such a class will appear to be assigned arbitrarily.	noun	gender	declension	Hannah J. Haynie
GB322	Is there grammatical marking of direct evidence (perceived with the senses)?	1: present, 0: absent						This question is concerned with the marking of evidentiality related to the speaker’s direct sensory evidence for some event or action. Grammatical marking of evidentials involves the use of grammaticalized markers such as affixes or other morphology, evidential particles, or evidential auxiliary verbs to convey the evidential meaning. Grammatical marking contrasts with constructions that express this meaning by means of adverbs (e.g. *John **apparently** ate the cake*) or lexical verbs in multi-clausal constructions (e.g. *I **saw** that John had eaten the cake*). Visual evidence is a common form of information encoded with a direct evidential, however direct evidentiality may also include auditory or other non-visual categories of sensory evidence. This question should be coded 1 if the language has a single direct evidential or any number of sensory evidentials.	verb, auxiliary, particle	TAM, evidentiality	conjugation, particle	Hannah J. Haynie
GB323	Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?	1: present, 0: absent						This question is concerned with the marking of evidentiality related to the speaker's indirect, non-sensory evidence for some event or action. Grammatical marking of evidentials involves the use of grammaticalized markers such as affixes or other morphology, evidential particles, or evidential auxiliary verbs to convey the evidential meaning, in contrast to constructions that create this meaning through the use of adverbs (e.g. *John **reportedly** ate the cake*) or lexical verbs in multi-clause constructions (e.g. *They **say** that John ate the cake*). Indirect evidentiality usually involves inference from physical evidence or second-hand knowledge such as hearsay. This question should be coded 1 if there is a single category of indirect evidentiality or any number of inferential or reportative evidential categories that are marked grammatically.	verb, auxiliary, particle	TAM, evidentiality	conjugation, particle	Hannah J. Haynie
GB324	Is there an interrogative verb for content interrogatives (who?, what?, etc.)?	1: present, 0: absent						Interrogative verbs are verbs that include a semantic wh-element. In other words, the semantic content of interrogative verb roots includes an element equivalent to a content question, with meanings such as, ‘to do what’ or ‘to be who’. The wh-element must behave like a verb in the language. In English, for example, it would require regular verbal morphology, as in, *You what-ed yesterday?* (meaning, ‘what did you do yesterday?’). The feature does not include verbs of asking (e.g. English *ask*, *inquire*) or interrogative forms created through affixation of interrogative markers to non-interrogative verb roots.	verb, interrogative	mood, interrogation	conjugation, paradigm	Hannah J. Haynie
GB325	Is there a count/mass distinction in interrogative quantifiers?	1: present, 0: absent						When interrogatives are used to question quantity, are different interrogative forms used to quantify count nouns and mass nouns? For example, English contrasts *how many* for count nouns (as in, *how many apples?*) and *how much* for mass nouns (as in, *how much sand?*). Languages that have at least one form that means either ‘how much' (of a mass noun) or ‘how many' (of a count noun), but not the alternative, are considered to have a count/mass distinction in interrogative quantifiers. Languages in which any interrogative quantifiers can be used interchangeably with both count and mass nouns do not have the relevant distinction.	interrogative	mood, interrogation, quantification	paradigm, declension	Hannah J. Haynie
GB326	Do (nominal) content interrogatives normally or frequently occur in situ?	1: present, 0: absent						Is there a commonly used content question construction in which the interrogative pronoun or NP (e.g. English *who* or *which one*) occurs in the normal position for a non-interrogative NP in the same participant role (i.e. ‘in situ’)? Many languages usually place the wh-constituent in situ (e.g. *The man took **what**?*; cf. *The man took **an umbrella**.*), while others require wh-constituents to occur in a specific position (e.g. clause-initially) regardless of the usual position of the corresponding non-interrogative NP (e.g. English ***What** did the man take?*). Here we are interested in identifying languages that frequently or generally use an interrogative construction with nominal wh-constituents in situ. This question should be coded 1 if questions formed with in situ interrogatives are pragmatically unmarked and are used commonly (e.g. not only in restrictive contexts such as echo questions or constructions with multiple interrogatives).	interrogative, clause	mood, interrogation	word order	Hannah J. Haynie
GB327	Can the relative clause follow the noun?	1: present, 0: absent						Can non-correlative relative clauses immediately follow the noun they modify? In other words, are there relative clauses with the structure *[The woman **[who has a green hat]** is tall*? This question only concerns relative clauses that immediately follow the noun, without requiring an anaphoric pronoun in the main clause – which would make them correlative relative clauses (e.g. *[The woman who has a green hat] she is tall*) (see [GB330](https://github.com/grambank/Grambank/wiki/GB330)).	clause, NP	relativization	word order	Jakob Lesage
GB328	Can the relative clause precede the noun?	1: present, 0: absent						Can non-correlative relative clauses immediately precede the noun they modify? In other words, are there relative clauses with the structure *[**[Who has a green hat]** the woman] is tall*? This question only concerns relative clauses that immediately precede the noun, without requiring an anaphoric pronoun in the main clause - which would make them correlative relative clauses (e.g. *I saw her [who has a green hat the woman]*) (see [GB330](https://github.com/grambank/Grambank/wiki/GB330)).	clause, NP	relativization	word order	Jakob Lesage
GB329	Are there internally-headed relative clauses?	1: present, 0: absent						Can a relativized noun be morphosyntactically part of the relative clause? This could mean different things in different languages. In some languages, the relativized noun may literally be inside the relative clause, in terms of placement, for example *[A green hat **[the woman]** has] is tall* to mean ‘The woman who has a green hat is tall’. In other languages, the noun may receive case marking for its function inside the relative clause rather than its function inside the main clause, for example *the man-SBJ greeted [**[the woman-SBJ]** who has a green hat]* as opposed to *the man-SBJ greeted [**[the woman-OBJ]** who has a green hat]*. Do not consider correlative relative clauses here (see [GB330](https://github.com/grambank/Grambank/wiki/GB330)). It must be possible for the head noun to be any noun, not only an unspecific (pro)noun (e.g. *whoever*).	clause, NP	relativization	word order	Jakob Lesage
GB330	Are there correlative relative clauses?	1: present, 0: absent						Are there relative clauses that require an anaphoric pronoun in the main clause? For example, *[The woman who has a green hat] **she** is tall.*	clause, NP	relativization	word order	Jakob Lesage
GB331	Are there non-adjacent relative clauses?	1: present, 0: absent						Is there a non-correlative relative clause that is not adjacent to its modified noun? For example, in ***[The woman]** is tall **[who has a green hat]***, the noun (*woman*) is not adjacent to its modifying relative clause (*who has a green hat*). It must be possible for the head noun to be any noun, not only an unspecific (pro)noun (e.g. *whoever*). Do not consider correlative relative clauses for this feature (see [GB330](https://github.com/grambank/Grambank/wiki/GB330)).	clause, NP	relativization	word order	Jakob Lesage
GB333	Is there a decimal numeral system?	1: present, 0: absent						Are some multiples of 10 starting from 30 formed with a decimal base? e.g. 30 = 3x10, 40 = 4x10, etc. Or are expressions between these decimals (30-40, 40-50 etc.) formed as 30+1, 30+2, .., 30+9 etc.? The coding should reflect the earliest attested (i.e. not merely inferred) stage so if a pre-borrowing stage is attested, this should be coded.	numeral	quantification	paradigm	Jakob Lesage
GB334	Is there synchronic evidence for any element of a quinary numeral system?	1: present, 0: absent						Are some numerals above 5 formed with 5 as a base? For example, 6 = 5+1, 7 = 5+2, 8 = 5+3, 9 = 5+4, 11 = 5+5+1, etc.? One example of this is enough for a 1, except if it can be derived from an already existing non-quinary system (e.g. if 10 = 5x2, but other numerals are also formed by doubling, e.g. 4 = 2x2 and 6 = 3x2, this does not count).	numeral	quantification	paradigm	Jakob Lesage
GB335	Is there synchronic evidence for any element of a vigesimal numeral system?	1: present, 0: absent						Are some numerals for multiples of 20 expressed using a base-20 system (e.g. 40 = 2x20; 60 = 3x20; 80 = 4x20; 120 = 6x20, etc.)? Or are numerals in between these multiples of 20 formed as 20+1, 20+2, .., 20+19; 40+1, 40+2, .., 40+19, etc.?	numeral	quantification	paradigm	Jakob Lesage
GB336	Is there a body-part tallying system?	1: present, 0: absent						Body-part tallying systems are counting systems that use body parts other than hands, feet, fingers or toes. Counting starts from one hand, tallying parts of the body along the arm, up to the head and then continuing with symmetric tally points down the other side of the body. Body-part tallying systems are usually only used in some social situations, such as traditional bride price negotiations. Some languages with decimal, quinary or vigesimal systems use words for *head* or *body* to represent *10* or *20*, the word for *hand* to mean *5* or the word for *eye* to mean *1*. These do not count as body-part tallying systems in the absence of a sequence of other body-part tally points.	numeral	quantification	paradigm	Jakob Lesage
GB400	Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?	1: present, 0: absent						This question concerns languages which can [index](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) the person of an [argument (S, A or P)](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) somewhere in the clause (i.e. either on the verb or by clitics). The question asks whether person categories are not distinguished under certain circumstances. In order for there to be neutralization, there needs to be something to ‘neutralize’ to begin with, i.e. languages without person indexing should be coded 0 for this feature. All person categories should be neutralized for the language to be coded as 1. Do not consider [phonologically independent](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) pronouns for this question and ignore imperative clauses. Consider only independent clauses.	verb, pronoun, particle, auxiliary, index	person, valency change, TAM, passive, antipassive, tense, aspect, mood, modality, negation, argument marking, core arguments	conjugation, paradigm, indexing	Alena Witzlack-Makarevich
GB401	Is there a class of patient-labile verbs?	1: present, 0: absent						The term ‘labileʼ is the most commonly used label for verbs which can be used transitively or intransitively without any formal change. A distinction is made between [P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P))-lability (or patient-preserving lability, as in _I broke **the stick**_[P] / _**The stick** broke_) and [A](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P))-lability (or agent-preserving lability, as in _**John**_[A] _drinks tea / **John** drinks_). In case of P-lability, the P argument is preserved in the intransitive construction. This question asks only about P-labile verbs. Semantically, two things can happen with P-labile verbs. In case of (a) argument structure modifying P-lability, an otherwise transitive verb is used in the intransitive construction encoding an argument structure from which the A argument of the transitive construction is absent. In case of (b) less common argument structure preserving P-lability, the verb in its intransitive use implies the same participants with the same roles as in its transitive use, but in the intransitive use, the A argument is not expressed and is interpreted as non-specific.	verb	valency change, verb classification	none	Alena Witzlack-Makarevich
GB402	Does the verb for ‘see’ have suppletive verb forms?	1: present, 0: absent						This question concerns strong suppletion in verb(s) of seeing/watching/looking. Suppletion is a process where a lexeme is changed in such a way that the new form does not resemble the previous when it appears in a different position in the paradigm. ‘Weak’ suppletion is not included. An example of this is English _went_ and _go_. In this case, the verb is suppletive for tense.  Please note that we are not interested in words that are translated as ‘look for’, ‘seek’ etc. This feature is concerned with the transitive verb of the act of seeing, not with metaphorical extensions such as 'seek up’.	verb	verb classification, TAM, tense, aspect, mood, modality, negation, argument marking, core arguments, oblique	suppletion, conjugation	Hedvig Skirgård
GB403	Does the verb for ‘come’ have suppletive verb forms?	1: present, 0: absent						This question concerns  strong suppletion in verbs of coming. Suppletion is a process where a lexeme is changed in such a way that the new form does not resemble the previous when it appears in a different position in the paradigm. An example of this is English _went_ and _go_. In this case, the verb is suppletive for tense. ‘Weak’ suppletion is not included.	verb	verb classification, TAM, tense, aspect, mood, modality, negation, argument marking, core arguments, oblique	suppletion, conjugation	Hedvig Skirgård
GB408	Is there any accusative alignment of flagging?	1: present, 0: absent						"Are [P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) arguments flagged differently from  [S](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) arguments (i.e. do they show accusative alignment)? Flagging covers any kind of argument marking on the argument itself (e.g. by case or adposition marking). The marking can be phonologically free or bound. The marking of [A](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) arguments is not relevant for establishing whether there is any accusative flagging or not, it is the difference between S and P flagging that results in 1. In case of split flagging systems (specifically, differential object marking), code as 1 if any of the subsystems (e.g. only nouns or only pronouns, or a particular group of nouns) shows accusative alignment. Note that although alignment types are occasionally associated with entire languages (e.g. when one says that ""Dyirbal is an ergative language""), they in fact apply only to individual constructions. This question asks only about the alignment of flagging, the alignment of [indexing](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) or of any other construction is irrelevant for this question."	noun, NP, case marker, adposition	argument marking, core arguments	flagging, declension	Alena Witzlack-Makarevich
GB409	Is there any ergative alignment of flagging?	1: present, 0: absent						"Are [A](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) arguments flagged differently from  [S](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) arguments (i.e. do they show ergative alignment)? Flagging covers any kind of argument marking on the argument itself (e.g. by case or adposition marking). The marking can be phonologically free or bound. The marking of [P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) arguments is not relevant for establishing whether there is any ergative flagging or not, it is the difference between S and A flagging that results in 1. In case of split flagging systems (specifically, split ergativity), code as 1 if any of the subsystems (e.g. only nouns or only pronouns, or a particular tense or person) shows ergative alignment. Note that although alignment types are occasionally associated with entire languages (e.g. when one says that ""Dyirbal is an ergative language""), they in fact apply only to individual constructions. This question asks only about the alignment of flagging, the alignment of [indexing](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) or of any other construction is irrelevant for this question."	noun, NP, case marker, adposition	argument marking, core arguments	flagging, declension	Alena Witzlack-Makarevich
GB410	Is there any neutral alignment of flagging?	1: present, 0: absent						"Are [S, A, and P](https://github.com/grambank/grambank/wiki/Core-arguments-(S,-A-and-P)) arguments flagged identically (i.e. are they neutrally aligned)? Flagging covers any kind of argument marking on the argument itself (e.g. by case or adposition marking). The marking can be phonologically free or bound. In case of split flagging systems, reply with 1 if any of the subsystems (e.g. only nouns or only pronouns, or a particular tense or person) shows neutral alignment. Reply with 1 if none of the three arguments is overtly flagged (i.e. if all three arguments are zero-marked). Note that although alignment types are occasionally associated with entire languages (e.g. when one says that ""Dyirbal is an ergative language""), they in fact apply only to individual constructions. This question asks only about the alignment of flagging, the alignment of [indexing](https://github.com/grambank/grambank/wiki/Indexing-vs.-pronouns) or of any other construction is irrelevant for this question."	noun, NP, case marker, adposition	argument marking, core arguments	flagging, declension	Alena Witzlack-Makarevich
GB415	Is there a politeness distinction in second person forms?	1: present, 0: absent						This feature asks whether there are different second person pronoun forms that are used based on the level of respect accorded by the speaker to the addressee. In some cases polite pronouns are used to indicate a level of formality or unfamiliarity between speaker and addressee. In other cases politeness distinctions are used according to very specific social relationships between speaker and addressee, such as relative age, social status, or kinship. If multiple second person pronoun forms exist in a single number category, and their use is patterned according to the level of intimacy or hierarchy of social relationship between speaker and addressee, this will suffice for a 1 code. The contrastive forms may or may not have other uses (e.g. in French the form *tu* is used only for second person singular informal, while *vous* is used for both second person singular polite and second person plural); a politeness distinction triggers a 1 for this feature regardless of whether the relevant forms have other functions/meanings.	pronoun, index, verb	politeness, person	paradigm, declension	Hannah J. Haynie
GB421	Is there a preposed complementizer for complements of verbs of thinking and/or knowing?	1: present, 0: absent						Complementizers are markers (free or bound) which are able to turn a clause into the subject or object of a sentence. In some of the literature these are also known as ‘conjunctions’. The complementizer in the sentence *I knew **that** Ashley was a genius* is _**that**_ and it is preposed to the complement clause (*Ashley was a genius*). The complementizer does not have to be [phonologically free](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence), the position in relation to the complement clause is what is relevant. This feature concerns whether the complementizer precedes the complement or not.  This feature specifically targets sentences with verbs of thinking and knowing, where the complement clause is an object (*I know that he is truthful* or *I think that this is a bad idea*). This is done so that we get more comparable data across the sample.	verb, index, complementizer, particle, clause	subordination	word order	Hedvig Skirgård
GB422	Is there a postposed complementizer for complements of verbs of thinking and/or knowing?	1: present, 0: absent						Complementizers are markers (free or bound) which are able to turn a clause into the subject or object of a sentence. In some of the literature these are also known as ‘conjunctions’. The complementizer in the sentence *I knew that Ashley was a genius* is _that_ and it is preposed to the complement clause (*Ashley was a genius*). The complementizer does not have to be [phonologically free](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence), the position in relation to the complement clause is what is relevant. This feature concerns if the complementizer follows the complement or not (e.g. *I knew Ashley was a genius **that***).  This feature specifically targets sentences with verbs of thinking and knowing, where the complement clause is an object (*I know that he is truthful* or *I think that this is a bad idea*). This is done so that we get more comparable data across the sample.	verb, index, complementizer, particle, clause	subordination	word order	Hedvig Skirgård
GB430	Can adnominal possession be marked by a prefix on the possessor?	1: present, 0: absent						This feature targets a specific type of adnominal possessive construction, namely one where a possessor (either nominal or pronominal) is marked with a [prefix or proclitic](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) to indicate possession of an object. This frequently takes the form of a genitive prefix on a possessor, but may also involve other types of prefixes or proclitics. Crucially, the possession must be marked by an element that precedes and is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) to the possessor nominal/pronominal.	noun, NP, case marker, index	attributive possession, attribution, genitive	word order, flagging, prefixation	Hannah J. Haynie
GB431	Can adnominal possession be marked by a prefix on the possessed noun?	1: present, 0: absent						This feature targets a specific type of adnominal possessive construction, namely one where possession is marked by a [prefix or proclitic](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) on the possessed noun. In some cases, the morpheme that marks possession indexes agreement categories of the possessor. Crucially, the possession must be marked by an element that precedes and is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) to the possessed noun.	noun, NP, case marker, index	attributive possession, attribution, genitive	word order, flagging, prefixation	Hannah J. Haynie
GB432	Can adnominal possession be marked by a suffix on the possessor?	1: present, 0: absent						This feature targets a specific type of adnominal possessive construction, namely one where a possessor (either nominal or pronominal) is marked with a [suffix or enclitic](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) to indicate possession of an object. This frequently takes the form of a genitive suffix on a possessor, but may also involve other types of suffixes or enclitics. Crucially, the possession must be marked by an element that follows and is [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) to the possessor noun/pronoun.	noun, NP, case marker, index	attributive possession, attribution, genitive	word order, flagging, suffixation	Hannah J. Haynie
GB433	Can adnominal possession be marked by a suffix on the possessed noun?	1: present, 0: absent						This feature targets a specific type of adnominal possessive construction, namely one where possession is marked by a [suffix or enclitic](https://github.com/grambank/grambank/wiki/Affixes-and-clitics) on the possessed noun. In some cases, the possessive suffix indexes agreement categories of the possessor. Crucially, the possession must be marked by a [phonologically bound](https://github.com/grambank/grambank/wiki/Wordhood-and-phonological-boundness-or-independence) element that follows and is phonologically bound to the possessed noun.	noun, NP, case marker, index	attributive possession, attribution, genitive	word order, flagging, suffixation	Hannah J. Haynie
