Grambank_ID	sahul_abbrev	Feature	Relevant unit(s)	Function	Form	Feature patron	Clarifying Comments	Possible Values	Value	Grambank_ID_desc	Definition	main_domain	word order	ENumLab	ELab	Eris_Categories
GB135	clobjposs	Do clausal objects usually occur in the same position as nominal objects?	clause	predication, subordination	word order	Harald	By clausal objects here we mean clauses that are directly governed by a finite verb (typically verbs of 'wanting', 'saying' etc.). In other words, complement subordinate clauses and not relative clauses. For example, 'I like apples' (nominal object) versus 'I like that you play the piano every morning' (clausal object) are in the same position (SVO). Many of the languages that do change are SOV languages that have SVO for (long) clausal objects. The question aims at discerning whether they are treated like prototypical nominal direct objects (not indirect or obliques). This is not always explicitly stated by the descriptive work, but an investigation into the examples and perhaps even appendixed text of the grammar should reveal this.	1: present, 0: absent	NA	GB135 SUBClauseInOPosition	Do clausal objects occur in the same position as nominal objects?	clause	word order	26	Clause2	26Clause2
GB134	mainsubclord	Is the order of constituents the same in main and subordinate clauses?	clause	predication, subordination	word order	Harald	Whatever the order in main clauses is, does it change in subordinate clauses?<CR>For example, is the order between woman/man/chases the same in 'the woman chases the man' versus 'I think that the woman chases the man'. It is sufficient for a 1 if there are different options in subordinate clauses that are not available in main clauses.	1: present, 0: absent	NA	GB1134 MainSubSameOrder	Is the order of constituents the same in main and subordinate clauses?	clause	word order	29	Clause Complexy 1	29Clause Complexy 1
GB068	vlikepredadj	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?	adjective, verb, index	predication, TAM, tense, aspect, mood, modality, nominal classification, gender	declension, conjugation, indexing	Jeremy	"Do elements expressing predicate adjectival meaning take on verbal morphology? The adjectival roots need not take exactly all verbal marking, if there is at least some marking that verbal and adjectival roots share then there is a yes here. For example: ""he runs"" and ""he greens""."	1: present, 0: absent	NA	GB068 PredAdjLikeV	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) act like verbs in predicative position?	nominal domain	NA	3	ADJ2	3ADJ2
GB117	copula	Is there a copula for predicate nominals?	verb, copula, clause, noun, auxiliary	predication, verb classification	particle, auxiliary, absence vs. presence	Jeremy	We are asking if a copula can be used, when the predicate is nominal. This copula does not have to be obligatory. Nor a finite verb, it could be a demonstrative.	1: present, 0: absent	NA	GB117 CopulaPredNom	Is there a copula for predicate nouns?	verbal domain	NA	20	COPS 1	20COPS 1
GB333	NA	Is there a decimal numeral system?	numeral	quantification	paradigm	Harald	Are expressions for 30 formed as 3x10, 40=4x10, 50=5x10, .., 90=9x10, or, if 30, 40, .., 90 are monomorphemic, are the expressions for 20-30; 30-40; 50-60; etc formed as 20+E(1), 20+E(2), .., 20+E(9); 30+E(1), 30+E(2), .., 30+E(9). Where E(X) means whatever the expression for X is in the language, not necessarily simplex/monomorphemic expression.	1: present, 0: absent	NA	GB333 NUMDecimal	What is the counting system? [multistate]	numeral	NA	5	QUANT4	5QUANT4
GB334	NA	Is there synchronic evidence for any element of a quinary numeral system?	numeral	quantification	paradigm	Harald	I.e. are some expressions for 6-9 formed as 5+1, 5+2, 5+3, 5+4.	1: present, 0: absent	NA	GB334 NUMQuinary	What is the counting system? [multistate]	numeral	NA	5	QUANT5	5QUANT5
GB335	NA	Is there synchronic evidence for any element of a vigesimal numeral system?	numeral	quantification	paradigm	Harald	Are the expressions for 40 as 2x20, 60=3x20, 80=4x20, or, if 20, 40, 60, 80 are monomorphemic, are the expressions for 20-40; 40-60; 60-80; etc formed as 20+E(1), 20+E(2), .., 20+E(19); 40+E(1), 40+E(2), .., 40+E(19). Where E(X) means whatever the expression for X is in the language, not necessarily simplex/monomorphemic expression.	1: present, 0: absent	NA	GB335 NUMVigesimal	NA	numeral	NA	5	QUANT6	5QUANT6
GB336	NA	Is there a body-part tallying system?	numeral	quantification	paradigm	Harald	A body-part tally system is where counting starts from one hand tallying parts of the body along the arm up to the head and continues with symmetric tally points down the other side of the body. A body-tally system is distinct from other counting systems that make use of the body at least by the property that body-tally systems make use of other parts of the body apart from hand/feet/fingers/toes.	1: present, 0: absent	NA	GB336 NUMBodyTally	What is the counting system? [multistate]	numeral	NA	5	QUANT7	5QUANT7
GB024	ordernumn	What is the order of numeral and noun in the NP?	numeral, NP	quantification, attribution	word order	Harald	Consider cardinal numerals only (i.e., not ordinal numerals). It does not matter what kind of construction is required (e.g., attributive 'two books' or relative 'books that are two') or what word class the root or modifying form of that the cardinal numerals belong to, i.e., 'two-ing books' (verb) or 'two-some books' (noun) apply to this question. If some numerals go before the noun and some go after, code 3 (both orders). If there is a free choice where to place the numeral, code 3 (both orders) as well. If the order depends on some other grammatical category which is neutral with respect to pragmaticality (e.g. definiteness), code 3. If the order depends on the noun consider the order(s) that applies to an open class of nouns.	multistate 1: Num-N; 2: N-Num; 3: both.	NA	GB024 NUMOrder	NA	nominal domain	NA	12	NP10	12NP10
GB203	NA	What is the order of the adnominal collective universal quantifier ('all') and the noun?	quantifier, NP	quantification, attribution	word order	Hannah	"This feature is concerned with the ordering of a universal quantifier used adnominally and the noun. We are specifically focused on the relative position of the collective universal quantifier ('all'); in languages that do not have a distinction between collective and distributive universal quantifiers ('all' vs. 'every'), a quantifier that could be translated as 'all' and has a primarily plural use will be a sufficient target for this feature.<CR><CR>There are four possible codes for this feature, reflecting the fact that the collective universal quantifier might occur strictly before or strictly after the noun, may be allowed in both of these relative positions, or may not be present in a language. A 0 code is also applicable when the language does not allow a basic construction with an adnominal collective universal quantifier and a noun (e.g. if only a floating construction is used).<CR><CR>Orders that result from constructions like quantifier float (e.g. English ""The children have all come"") should be disregarded for the purposes of coding this feature."	0: no UQ, 1: UQ-N, 2: N-UQ, 3: both	NA	GB203 QUANTOrder	NA	nominal domain	word order	5	QUANT2	5QUANT2
GB204	NA	Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?	quantifier, NP	quantification, attribution	word order, declension, paradigm	Hannah	This feature identifies languages that use different forms or syntax for collective universal quantification versus distributive universal quantification. This contrasts with languages that use both the same form *and* the same syntactic position for these two types of quantification.	1: present, 0: absent	NA	GB204 QUANTUniversal	NA	nominal domain	word order	5	QUANT3	5QUANT3
GB198	NA	Can an adnominal numeral agree with the noun in gender/noun class?	numeral, NP	quantification, attribution, gender	agreement, declension	Jeremy	This applies to cardinal numbers primarily.	1: present, 0: absent	NA	GB198 NUMGender	NA	nominal domain	NA	4	Noun Class11	4Noun Class11
GB115	recipmorph	Is there a phonologically bound reciprocal marker on the verb?	verb, index	reflexive, reciprocal, valency change, derivation, valency decrease	derivational morphology, indexing	Jakob	This marker may indicate both reflexive and reciprocal functions. It needs to be productive, not limited to a small set of verbs in the language that are probably lexicalized.	1: present, 0: absent	NA	GB115 RecipBoundV	Is there morphology (include clitics) to mark a reciprocal action?	verbal domain	NA	15	verb valency 4	15verb valency 4
GB114	reflmorph	Is there a phonologically bound reflexive marker on the verb?	verb, index	reflexive, valency change, derivation, valency decrease	derivational morphology, indexing	Jakob	This marker may indicate both reflexive and reciprocal functions. It needs to be productive, not limited to a small set of verbs in the language.	1: present, 0: absent	NA	GB114 ReflBoundV	Is there morphology (include clitics) to mark a reflexive action?	verbal domain	NA	15	verb valency 3	15verb valency 3
GB327	NA	Can the relative clause follow the noun?	clause, NP	relativization	word order	Harald	Is the position of a non-correlative relative clause that modifies a noun immediately after its noun? E.g., '[The woman who has a green hat] is tall' to mean 'The woman who has a green hat is tall'. The relative clause must immediately follow the noun and not require an anaphoric pronoun in the main clause (= be a correlative relative clause).	1: present, 0: absent	NA	GB327 RELPost	NA	nominal domain	word order	29	Clause Complexy 2	29Clause Complexy 2
GB328	NA	Can the relative clause precede the noun?	clause, NP	relativization	word order	Harald	Is the position of a non-correlative relative clause that modifies a noun immediately before its noun? E.g., '[Who has a green hat the woman] is tall' to mean 'The woman who has a green hat is tall'. The relative clause must immediately precede the noun and not require an anaphoric pronoun in the main clause.	1: present, 0: absent	NA	GB328 RELPre	NA	clause	word order	29	Clause Complexy 3	29Clause Complexy 3
GB329	NA	Are there internally-headed relative clauses?	clause, NP	relativization	word order	Harald	Is the noun modified by a relative clause inside a non-correlative relative clause? E.g., '[A green hat the woman has] is tall' to mean 'The woman who has a green hat is tall'. It must be possible for the head noun to be any noun, not only an unspecific (pro)noun (e.g., whoever). An anaphoric pronoun in the main clause should not be required. Doubly headed<CR>relative clauses are not sufficient for a yes here.	1: present, 0: absent	NA	GB329 RELInternalHead	NA	clause	word order	29	Clause Complexy 4	29Clause Complexy 4
GB330	NA	Are there correlative relative clauses?	clause, NP	relativization	word order	Harald	Is a pronoun required in the main clause that is anaphoric<CR>to the noun modified by a relative clause. For example, the pattern<CR>'[The woman who has a green hat] she is tall' counts (only) as<CR>correlative (GB330), no matter where in the relative clause the<CR>erstwhile (now replaced by an anaphoric pronoun) head noun occurs. An<CR>obligatory anaphoric pronoun in the main clause is the crucial<CR>characteristic.	1: present, 0: absent	NA	GB330 RELCorr	NA	clause	word order	29	Clause Complexy 5	29Clause Complexy 5
GB331	NA	Are there non-adjacent relative clauses?	clause, NP	relativization	word order	Harald	Is there a non-correlative relative clause that is not adjacent to its modified noun. For example, in 'the woman is tall [who has a green hat]', the noun (woman) is not adjacent to its modifying relative clause (who has a green hat) and so it is an example of an adjoined relative clause. It must be possible for the head noun to be any noun, not only an unspecific (pro)noun (e.g., whoever). An anaphoric pronoun in the main clause should not be required.	1: present, 0: absent	NA	GB331 RELAdjoined	NA	clause	word order	29	Clause Complexy 6	29Clause Complexy 6
GB421	NA	Is there a preposed complementizer in complements of verbs of thinking and/or knowing?	verb, index, complementizer, particle, clause	subordination	word order	Harald	In verbs of thinking of knowing, is there a complementizer preposed to the complement? For example, English has a preposed complementizer 'that' ('I know that the hat is blue' / 'I think that the hat is blue'). The complementizer does not have to be phonologically free.	1: present, 0: absent	NA	GB421 ComplThinkKnowPre	NA	clause	word order	27	Verb Clause 3	27Verb Clause 3
GB422	NA	Is there a postposed complementizer in complements of verbs of thinking and/or knowing?	verb, index, complementizer, particle, clause	subordination	word order	Harald	In verbs of thinking of knowing, is there a complementizer postposed to the complement? For example, Japanese has postposed complementizer 'to'. The complementizer does not have to be phonologically free.	1: present, 0: absent	NA	GB422  ComplThinkKnowPost	NA	clause	word order	27	Verb Clause 4	27Verb Clause 4
GB086	punctualcont	Is a morphological distinction between perfective and imperfective aspect available on verbs?	verb	TAM, aspect	conjugation	Hedvig	"This feature is concerned with bound marking of imperfective/perfective grammatical aspects. These categories could go by the name of punctual/continuous, preterit/progressive etc. The answer could be ""yes"" even if it's only one that is overtly marked, i.e. if imperfective is by affix and perfective by auxiliary for example. Please take notice that GB310 and GB86 are not covering exactly the same functions, they cover more grammatical aspects than punctual/continuous. If this marking is only relevant for a small subset of verbs, alert patron and discuss.<CR><CR>If this distinction is only available in some TAM-conditions, this counts as well. For example, if there isn't an aspectual distinction in the past but only in the present, this still triggers a '1'."	1: present, 0: absent	NA	GB086 AspectBoundV	Is a distinction between punctual/continuous aspect available as a morphological choice?	verbal domain	NA	18	verb aspect 1	18verb aspect 1
GB120	aspectaux	"Can aspect be marked by an inflecting word (""auxiliary verb"")?"	auxiliary	TAM, aspect	auxiliary	Hedvig	"This feature covers all grammatical aspects (internal temporal constitution of event/action/state) and aims to capture phonologically free-standing elements that inflect (i.e. change form depending on arguments, environment or such). These markers are often described as ""auxiliary verbs"" in the literature, but are also analyzed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. Pay special attention to markers described as ""pronouns"" that take TAM-marking, they are probably what this set of features is aimed for."	1: present, 0: absent	NA	GB120 AspectAUX	Are there aspectual auxiliaries?	verbal domain	NA	19	aux and light verbs 3	19aux and light verbs 3
GB520	NA	"Can aspect be marked by a non-inflecting word (""auxiliary particle"")?"	particle	TAM, aspect	particle	Hedvig	"This feature covers all grammatical aspects (internal temporal constitution of event/action/state) and aims to capture phonologically free-standing elements that do not inflect (i.e. change form depending on arguments, environment or such).  These markers are often described as ""particles"" in the literature, but are also analyzed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. Pay special attention to markers described as ""pronouns"" that take TAM-marking, they are probably what this set of features is aimed for.<CR><CR>A crucial aspect of this feature is that the main verb should behave as it does when it is combined with other auxiliary verbs, which is often that it loses finite marking (""infinite"" mood). If there are other auxiliaries in the language that modifies main verbs, consider what changes occur there. Of course, if the language is isolating and there isn't much of verbal morphology this is less relevant or possible irrelevant all together."	1: present, 0: absent	NA	GB520 AspectAuxPart	NA	verbal domain	NA	30	AUX2	30AUX2
GB322	NA	Is there grammatical marking of direct evidence (perceived with the senses)?	verb, auxiliary, particle	TAM, evidentiality	conjugation, particle	Hannah	This question is concerned with the marking of evidentiality related to the speaker's direct sensory evidence for some event or action. Visual evidence is frequently encoded with a direct evidential, however this type of evidentiality may also include auditory or other non-visual categories of sensory evidence. This question should be answered yes (1) if the language has a single direct evidential or any number of sensory evidentials.	1: present, 0: absent	NA	GB322 EvidSense	NA	verbal domain	NA	28	Evidentials 1	28Evidentials 1
GB323	NA	Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?	verb, auxiliary, particle	TAM, evidentiality	conjugation, particle	Hannah	This question is concerned with the marking of evidentiality related to the speaker's indirect, non-sensory evidence for some event or action. Indirect evidentiality usually involves inference from physical evidence or second-hand knowledge such as hearsay. This question should be answered yes (1) if there is a single category of indirect evidentiality or any number of inferential or reportative evidential categories.	1: present, 0: absent	NA	GB323 EvidIndirect	NA	verbal domain	NA	28	Evidentials 2	28Evidentials 2
GB139	impdeclneg	Is there a difference between imperative (prohibitive) and declarative negation constructions?	particle, clause, verb	TAM, mood, imperative, prohibition, negation	conjugation, word order, particle	Hedvig	"Is the negative construction for declarative negation (""I don't drink"") different from negative imperative (""don't drink!""). This feature covers more than only different negators: different order, loss of finiteness or addition of new elements would also suffice. If the analysis of the language-specific researcher results in two different forms for negative imperative and prohibitive, then we are only concerned with the construction that is fulfilling the traditional imperative function here."	1: present, 0: absent	NA	GB139 NEGProhibitive	Is there a difference between imperative and declarative negation?	clause	NA	25	NEG6	25NEG6
GB297	NA	Can polar interrogation be indicated by a V-not-V construction?	clause, verb, negator	TAM, mood, interrogation, negation	particle, conjugation, word order	Jeremy	This feature concerns polar interrogative constructions where the main verb is repeated, one time in the affirmative form and another in the negated. This is independent of the negation marking system of the language, it may be by suffixes, auxiliaries, suppletion etc. The negated form need not be in second place, it could be first as well.	1: present, 0: absent	NA	GB297 QVNotV	NA	clause	NA	32	Interrogation9	32Interrogation9
GB119	modalaux	"Can mood be marked by an inflecting word (""auxiliary verb"")?"	auxiliary	TAM, mood, modality	auxiliary	Hedvig	"This feature covers all grammatical moods (the relationship between the referred event/state/action and ""reality"" and/or speakers' attitude toward what they are saying) and aims to capture phonologically free-standing elements that inflect (i.e. change form depending on arguments, environment or such). These markers are often described as ""auxiliary verbs"" in the literature, but are also analyzed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. Pay special attention to markers described as ""pronouns"" that take TAM-marking, they are probably what this set of features is aimed for.<CR><CR>While negation can be considered a grammatical mood, it is not included in this feature.<CR><CR>A crucial aspect of this feature is that the main verb should behave as it does when it is combined with other auxiliary verbs, which is often that it loses finite marking (""infinite"" mood). If there are other auxiliaries in the language that modifies main verbs, consider what changes occur there. Of course, if the language is isolating and there isn't much of verbal morphology this is less relevant or possible irrelevant all together."	1: present, 0: absent	NA	GB119 MoodAUX	Are there modal auxiliaries?	verbal domain	NA	19	aux and light verbs 2	19aux and light verbs 2
GB312	NA	Is there overt morphological marking on the verb dedicated to mood?	verb	TAM, mood, modality	conjugation	Hedvig	"This question is concerned with bound marking on the verb root that denotes grammatical mood. This feature covers all grammatical moods (the relationship between the referred event/state/action and ""reality"" and/or speakers' attitude toward what they are saying) and aims to capture phonologically bound elements."	1: present, 0: absent	NA	GB312 MoodBoundV	NA	verbal domain	NA	18	verb aspect 2	18verb aspect 2
GB519	NA	"Can mood be marked by a non-inflecting word (""auxiliary particle"")?"	particle	TAM, mood, modality	particle	Hedvig	"This feature covers all grammatical moods (the relationship between the referred event/state/action and ""reality"" and/or speakers' attitude toward what they are saying) and aims to capture phonologically free-standing elements that do not inflect (i.e. change form depending on arguments, environment or such). These markers are often described as ""particles"" in the literature, but are also analyzed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. Pay special attention to markers described as ""pronouns"" that take TAM-marking, they are probably what this set of features is aimed for.<CR><CR>While negation can be considered a grammatical mood, it is not included in this feature."	1: present, 0: absent	NA	GB519 MoodAuxPart	NA	verbal domain	NA	30	AUX1	30AUX1
GB138	clinitneg	Can standard negation be marked clause-initially?	particle, clause, verb	TAM, negation	conjugation, word order, particle	Harald	This feature refers to Standard Negation (SN), i.e. the construction that marks negation of dynamic verbal predicates in declarative mood (and possible more). This includes prefixes on verb-initial clauses, but suffixes on clause-initial verbs do not count as clause-initial negation. Do not include elliptical constructions of the kind 'Not Mary'. If the negator consists of two obligatory elements and only one is clause-initial, this is sufficient to count as clause-initial negation.<CR><CR>Please note, we're concerned with the order of the negative marker when the clause has its canonical intransitive or transitive word order, i.e. not cases of argument omission or focus constructions.	1: present, 0: absent	NA	GB138 NEGInitial	Can negation be marked clause-initially?	clause	NA	NA	NA	NA
GB107	vnegation	Can standard negation be marked by an affix, clitic or modification of the verb?	verb	TAM, negation	conjugation	Hedvig	"This feature refers to Standard Negation, i.e. the construction that marks negation of dynamic verbal predicates in declarative mood (and possible more). The marker has to form a phonological unit with the root, be it by affixation, cliticisation, suppletion, reduplication, tone etc. If the verb that the marker is attached to is described as an ""auxiliary"", this also counts but it is advisable to bring this up for discussion."	1: present, 0: absent	NA	GB107 NEGBoundV	Is negation marked morphologically on the verbs?	verbal domain	NA	25	NEG1	25NEG1
GB137	clfinalneg	Can standard negation be marked clause-finally?	particle, clause, verb	TAM, negation	conjugation, word order, particle	Harald	"This feature refers to Standard Negation (SN), i.e. the construction that marks negation of dynamic verbal predicates in declarative mood (and possible more). This includes suffixes on verb-final clauses, but prefixes on clause-final verbs do not count as clause-final negation. Do not include elliptical constructions of the kind ""'Pete didn't"". If the negator<CR>consists of two obligatory elements and only one is clause-final, this is sufficient to count as clause-final negation.<CR><CR>Please note, we're concerned with the order of the negative marker when the clause has its canonical intransitive or transitive word order, i.e. not cases of argument omission or focus constructions."	1: present, 0: absent	NA	GB137 NEGFinal	Can negation be marked clause-finally?	clause	NA	NA	NA	NA
GB298	NA	"Can standard negation be marked by an inflecting word (""auxiliary verb"")?"	auxiliary, negator	TAM, negation	auxiliary	Hedvig	"This question concerns negative words that function as auxiliary verbs, in that they inflect as verbs but occur only with other verbs. This question aims to capture phonologically free-standing elements that inflect (i.e. change form depending on arguments, environment or such). These markers are often described as ""auxiliary verbs"" in the literature, but are also analyzed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. Pay special attention to markers described as ""pronouns"" that take TAM-marking, they are probably what this set of features is aimed for.<CR><CR>A crucial aspect of this feature is that the main verb should behave as it does when it is combined with other auxiliary verbs, which is often that it loses finite marking (""infinite""/""connegative"" mood). If there are other auxiliaries in the language that modifies main verbs, consider what changes occur there. Of course, if the language is isolating and there isn't much of verbal morphology this is less relevant or possible irrelevant all together."	1: present, 0: absent	NA	GB298 NEGAux	NA	clause	NA	25	NEG4	25NEG4
GB299	NA	"Can standard negation be marked by a non-inflecting word (""auxiliary particle"")?"	particle, negator	TAM, negation	particle	Hedvig	"This question concerns negative words that do not inflect and are not bound to the verb. This question aims to capture phonologically free-standing elements that do not inflect (i.e. change form depending on arguments, environment or such). These markers are often described as ""particles"" in the literature, but are also analysed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. <CR><CR>This question should be answered yes (1) if negation is marked by a phonologically independent, non-inflected word (particle), regardless of whether any other strategy can also be used to mark negation (e.g. a language that uses double marking of negation through both a particle AND a verbal affix would be coded as yes (1))."	1: present, 0: absent	NA	GB299 NEGPart	NA	clause	NA	25	NEG5	25NEG5
GB152	simseqcl	Is there a morphologically marked distinction between simultaneous and sequential clauses?	verb, clause	TAM, sequentiality, simultaneity	conjugation	Hannah	This question is concerned with whether there is an overt marker dedicated to signaling the distinction between temporally simultaneous and sequential actions. If sequential meaning is a secondary function of an imperfective aspect this does not count; it must be indicated by a devoted marker. The language does not need to express both sequential and simultaneous temporal relationships overtly; one marker devoted to either function will do.	1: present, 0: absent	NA	GB152 SimulSeqBound	Is there a morphologically marked distinction between simultaneous and sequential clauses?	clause	NA	16	verb weirdos 3	16verb weirdos 3
GB084	futtensev	Is there overt morphological marking on the verb dedicated to future tense?	verb	TAM, tense	conjugation	Hedvig	"This question aims at capturing overt productive paradigms of tense. ""On the verb"" here means that the marker has to form a phonological unit with the verb. The marking of tense can be: affixes, clitics, suppletion, tonal marking and/or reduplication. This feature aims at capturing over marking of future tense on the verb, i.e. lack of other markings is not enough. There are instances where TAM can be expressed by a combination of an affix and auxiliary, for example some grammarians state that future tense is accomplished by a certain aspect on the verbal root and an auxiliary. If this is the productive grammatical obligatory way of expression the tense in question than such a construction is allowed to trigger yes (1) for both ""on the verb ""and ""auxiliary"". However, in the case of discontinuous marking, please contact the patron to go over details.<CR><CR>Sometimes a language will be described as having a past/non-past distinction. In this case, if there is an overt marker of non-past code the language as (1) for [GB082](https://github.com/glottobank/Grambank/wiki/GB082), but (0) for this feature (GB084). Future tense needs to be more dedicated to actual future reference, whereas ""present tense"" has less stricter demands on the scope of its function.<CR><CR>It can be hard to distinguish future tense from different modal categories, after all if something is in the future it has not yet occurred and can be construed as something wished for, planned, intended etc rather than actually on the concrete timeline of events. This is why it's necessary to take extra notice on sections on mood, especially irrealis, when coding for future tense.<CR><CR>If a language only has future tense under negation, this does not count for this feature. It needs to be present for affirmation as well. [This was brought up in this issue thread.](https://github.com/glottobank/Grambank/issues/62). The reason for this is that conditions such as ""only under negation"" are likely to give rise to quite different analysis by different linguists (hence hard to ensure comparability) and might also be overlooked. If we were to treat such marginal cases as ""1"" we would most likely have to go back to a lot of the cases that were coded as ""0"" and re-evaluate their coding more thoroughly."	1: present, 0: absent	NA	GB084 FutureBoundV	Is there future tense regularly morphologically marked on the verb?	verbal domain	NA	17	verb tense 4	17verb tense 4
GB309	NA	Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?	verb, auxiliary, particle	TAM, tense	conjugation, special construction	Hedvig	This question aims at capturing productive marking of tense that makes distinctions into remoteness of time in relation to the point of reference or utterance. The actual marking can tonal, verbal affixation, suppletion or any other means of marking. The markers need not be dedicated to tense marking in the same way that GB083, GB084, GB110, GB121 and GB521 are.	1: present, 0: absent	NA	GB309 MultiplePastFuture	NA	verbal domain	NA	17	verb tense 3	17verb tense 3
GB521	NA	"Can tense be marked by a non-inflecting word (""auxiliary particle"")?"	particle	TAM, tense	particle	Hedvig	"This feature covers all tenses (present, past and future) and aims to capture phonologically free-standing elements that do no inflect (i.e. do not change form depending on arguments, TAM-enviroment or such). These markers are often described as ""particles"" in the literature, but are also analyzed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. This means that words such as ""tomorrow"" and ""yesterday"" do not qualify as productively marking future and hodiernal past. If there are any questions regarding this, please do bring it up with the group.<CR><CR>A crucial aspect of this feature is that the main verb should behave as it does when it is combined with other auxiliary verbs, which is often that it loses finite marking (""infinite"" mood). If there are other auxiliaries in the language that modifies main verbs, consider what changes occur there. Of course, if the language is isolating and there isn't much of verbal morphology this is less relevant or possible irrelevant all together."	1: present, 0: absent	NA	GB521 TenseAuxPart	NA	verbal domain	NA	30	AUX3	30AUX3
GB082	prestense	Is there overt morphological marking of present tense on verbs?	verb	TAM, tense	conjugation	Hedvig	"This question aims at capturing overt productive paradigms of tense. ""On the verb"" here means that the marker has to form a phonological unit with the verb. The marking of tense can be: affixes, clitics, suppletion, tonal marking and/or reduplication. This feature aims at capturing over marking of present tense on the verb, i.e. lack of other markings is not enough. There are instances where TAM can be expressed by a combination of an affix and auxiliary, for example some grammarians state that future tense is accomplished by a certain aspect on the verbal root and an auxiliary. If this is the productive grammatical obligatory way of expression the tense in question than such a construction is allowed to trigger yes (1) for both ""on the verb ""and ""auxiliary"". However, in the case of discontinuous marking, please contact the patron to go over details.<CR><CR>Sometimes a language will be described as having a past/non-past distinction. In this case, if there is an overt marker of non-past code the language as (1) for GB082, but (0) for [GB084 (future tense)](https://github.com/glottobank/Grambank/wiki/GB084). Future tense needs to be more dedicated to actual future reference, whereas ""present tense"" has less stricter demands on the scope of its function."	1: present, 0: absent	NA	GB082 PresentBoundV	Is there present tense regularly morphologically marked on the verb?	verbal domain	NA	17	verb tense 1	17verb tense 1
GB083	pasttensev	Is there overt morphological marking on the verb dedicated to past tense?	verb	TAM, tense	conjugation	Hedvig	"This question aims at capturing overt productive paradigms of tense. ""On the verb"" here means that the marker has to form a phonological unit with the verb. The marking of tense can be: affixes, clitics, suppletion, tonal marking and/or reduplication. This feature aims at capturing over marking of past tense on the verb, i.e. lack of other markings is not enough. There are instances where TAM can be expressed by a combination of an affix and auxiliary, for example some grammarians state that past tense is accomplished by a certain aspect on the verbal root and an auxiliary. If this is the productive grammatical obligatory way of expression the tense in question than such a construction is allowed to trigger yes (1) for both ""on the verb ""and ""auxiliary"". However, in the case of discontinuous marking, please contact the patron to go over details.<CR><CR>It can be difficult to distinguish perfective/perfect/punctual aspect from past tense, since past tense tends to be perfective. If this is an issue, bring it up for discussion in the group."	1: present, 0: absent	NA	GB083 PastBoundV	Is there past tense regularly morphologically marked on the verb?	verbal domain	NA	17	verb tense 2	17verb tense 2
GB121	tenseaux	"Can tense be marked by an inflecting word (""auxiliary verb"")?"	auxiliary	TAM, tense	auxiliary	Hedvig	"This feature covers all tenses (present, past and future) and aims to capture phonologically free-standing elements that inflect (i.e. change form depending on arguments, TAM-enviroment or such). These markers are often described as ""auxiliary verbs"" in the literature, but are also analyzed under other labels. We are after grammatical marking, i.e. dedicated, productive and obligatory marking. Pay special attention to markers described as ""pronouns"" that take TAM-marking, they are probably inflecting words marking tense."	1: present, 0: absent	NA	GB121 AUXTense	Are there tense auxiliaries?	verbal domain	NA	19	aux and light verbs 4	19aux and light verbs 4
GB110	tasuppletion	Is there verb suppletion for tense or aspect?	verb	TAM, tense, aspect	suppletion, conjugation	Harald	"Are there verbs that use a different stem depending on the tense or aspect (present, past etc) form it occurs in? Auxiliaries are also included in ""verbs"" for the purpose of this feature. Only strong suppletion (different stem) counts.<CR>The language should have at least three cases, i.e., three verbs, to count as 'yes' (so there should be three cases exemplified or implied in the description)."	1: present, 0: absent	NA	GB110 VSupplTA	NA	verbal domain	NA	14	verb arguments 15	14verb arguments 15
GB111	conjclasses	Are there conjugation classes?	verb, index	TAM, tense, aspect, mood, modality, negation, verb classification, argument marking, core, oblique	conjugation	Jeremy	"Are there different groups of verbs that take different finiteness markers. This could also be two groups of ""regular"" and ""irregular"". Phonological rules are not considered here, we are concerned with whether there is non-phonological allomorphy of finiteness marking on verbs depending on which verb is chosen. Tonal classes are particles which may encode finiteness, and can be considered. <CR><CR>Look for finiteness markers such as:<CR>* Person : 1st, 2nd, 3rd<CR>* Number: singular, plural, dual and trial.<CR>* Gender: masculine, feminine or neuter<CR>* Tense: present, past, or future.<CR>* Aspect: perfect, perfective, progressive.<CR>* Mood : indicative, subjunctive, imperative, optative.<CR>* Voice: active, middle, or passive."	1: present, 0: absent	NA	GB111 VerbClass	Are there conjugation classes?	verbal domain	NA	13	verb 7	13verb 7
